WDPAID,WDPA_PID,NAME,unique_id,area_km2,STATUS_YR,iucnCatOrd,IUCN_CAT,DESIG_ENG,GIS_AREA,Continent,Country,own_pa_id,functional_biome_num,nitrogen_depo,olson_biome_num,human_modification,climatic_region_num,MaxTemp,elevation,MAT,MAP,BurnedAreaMean,EVI,climatic_region,olson_biome,functional_biome,land_cover,PaAge
101707,101707,Porcupine Meadows Park,Canada_101707,27.165337577241,1996,3,II,A - Park,27.1653408963247,North America,Canada,280,4,279.344207763672,5,0.00975951552391052,27,22.1015281677246,1796.42797851563,0.534831523895264,63.005859375,0.00201195338740945,1417.06188964844,Cold,Temperate Conifer Forests,TLC,ClosedForestEvergreenNeedle,27
101708,101708,Read Island Park,Canada_101708,6.38353614391291,1996,3,II,A - Park,6.38352658736656,North America,Canada,281,23,379.757110595703,5,0.035837896168232,15,27.4756050109863,69.6491317749024,10.2475938796997,128.448608398438,0,2767.39770507813,Temperate,Temperate Conifer Forests,TMN,ClosedForestEvergreenNeedle,27
101714,101714,Upper Adams River Park,Canada_101714,58.8529823699183,1996,3,II,A - Park,58.853553949116,North America,Canada,284,5,252.27507019043,5,0.0293636657297611,26,28.7683525085449,728.901000976563,7.80771255493164,77.307861328125,0.000759751419536769,2666.0146484375,Cold,Temperate Conifer Forests,TMC,ClosedForestEvergreenNeedle,27
101718,101718,Churn Creek Protected Area,Canada_101718,370.919009269098,1996,3,II,Protected Area,370.919099515886,North America,Canada,285,23,240.484390258789,5,0.0267901159822941,7,26.8319721221924,936.151489257812,5.2697172164917,37.4281578063965,0.00665005249902606,1823.55358886719,Arid,Temperate Conifer Forests,TMN,ClosedForestEvergreenNeedle,27
101719,101719,Homathko River-Tatlayoko Protected Area,Canada_101719,355.663394701123,1996,3,II,Protected Area,355.663365798345,North America,Canada,286,16,241.419128417969,5,0.00476927775889635,26,24.0349559783936,992.307983398437,4.44289255142212,81.4938583374024,0.000818644592072815,2321.6640625,Cold,Temperate Conifer Forests,TLB,ClosedForestEvergreenNeedle,27
101722,101722,Arrowstone Park,Canada_101722,61.5535959188697,2004,3,II,A - Park,61.5535753792282,North America,Canada,289,5,284.498352050781,5,0.0247670616954565,27,25.790657043457,1289.77294921875,4.01761817932129,40.0485000610352,0.0360144078731537,1903.15856933594,Cold,Temperate Conifer Forests,TMC,ClosedForestEvergreenNeedle,19
101724,101724,Blue Earth Lake Park,Canada_101724,6.89307826361771,2004,3,II,A - Park,6.89309917266106,North America,Canada,290,5,284.498352050781,5,0.0474517419934273,27,24.5048828125,1452.77587890625,3.08875918388367,47.1231422424317,0,2143.23828125,Cold,Temperate Conifer Forests,TMC,ClosedForestEvergreenNeedle,19
101725,101725,Bonaparte Park,Canada_101725,135.411872294036,2004,3,II,A - Park,135.411706427169,North America,Canada,291,4,248.39079284668,5,0.0139366136863828,27,23.8942565917969,1497.82067871094,2.70709824562073,60.5857162475586,0.0248964037746191,1484.35949707031,Cold,Temperate Conifer Forests,TLC,ClosedForestEvergreenNeedle,19
101726,101726,Cornwall Hills Park,Canada_101726,12.3578919511316,2004,3,II,A - Park,12.3580027638213,North America,Canada,292,5,284.498352050781,5,0.0342781357467175,27,23.165168762207,1681.97082519531,1.72261738777161,47.6496276855469,0.012775769457221,1924.28979492188,Cold,Temperate Conifer Forests,TMC,ClosedForestEvergreenNeedle,19
101727,101727,Dunn Peak Park,Canada_101727,194.391054192381,1996,3,II,Protected Area,194.390839819904,North America,Canada,293,5,250.808410644531,5,0.0163780692964792,27,22.7045955657959,1610.70080566406,1.10275530815125,86.5318450927734,0.00060964486328885,1567.93286132813,Cold,Temperate Conifer Forests,TMC,ClosedForestEvergreenNeedle,27
101728,101728,Elephant Hill Park,Canada_101728,9.68457004408951,1996,3,II,A - Park,9.6844898372098,North America,Canada,294,5,284.498352050781,5,0.28537929058075,7,30.756275177002,628.764404296875,8.74930191040039,24.2973499298096,0.0128324022516608,1059.87060546875,Arid,Temperate Conifer Forests,TMC,HerbacousVeg,27
101729,101729,Emar Lakes Park,Canada_101729,16.1754804974464,1996,3,II,A - Park,16.1755169454726,North America,Canada,295,4,248.390777587891,5,0.0199956968426704,27,24.6755752563477,1400.8935546875,3.43845129013062,67.1026840209961,0,1677.83666992188,Cold,Temperate Conifer Forests,TLC,ClosedForestEvergreenNeedle,27
101731,101731,High Lakes Basin Park,Canada_101731,5.70032258861166,1996,3,II,A - Park,5.70036944421318,North America,Canada,296,4,248.390808105469,5,0.0363643206655979,27,22.5024528503418,1557.78503417969,1.37149584293365,74.3590316772461,0.00234748260118067,1253.8427734375,Cold,Temperate Conifer Forests,TLC,ClosedForestEvergreenNeedle,27
101734,101734,Mount Richardson Park,Canada_101734,10.0068586315147,1999,3,II,A - Park,10.0068620295142,North America,Canada,297,23,518.633422851563,5,0.00421343045309186,15,22.8509635925293,433.887573242188,8.49692440032959,163.407424926758,0.00285457703284919,3205.84399414063,Temperate,Temperate Conifer Forests,TMN,ClosedForestEvergreenNeedle,24
101736,101736,Oregon Jack Park,Canada_101736,2.24417435775384,1996,3,II,A - Park,2.24425434107496,North America,Canada,298,5,284.498352050781,5,0.0473827943205833,26,26.1765975952148,1225.57788085938,4.69304370880127,40.476619720459,0.000177298134076409,2105.42041015625,Cold,Temperate Conifer Forests,TMC,ClosedForestEvergreenNeedle,27
101739,101739,Roche Lake Park,Canada_101739,20.2614226241666,1996,3,II,A - Park,20.2615307166916,North America,Canada,299,4,281.472106933594,5,0.0329116843640804,26,27.0303611755371,1167.58447265625,5.28675317764282,37.0576171875,2.21121081267484e-06,1921.27648925781,Cold,Temperate Conifer Forests,TLC,ClosedForestEvergreenNeedle,27
101740,101740,Taweel Park,Canada_101740,43.7777387543256,1996,3,II,A - Park,43.7777052311446,North America,Canada,300,17,248.390777587891,5,0.0132488571107388,27,24.619707107544,1220.26330566406,3.34824275970459,70.6526031494141,0.00252047623507679,1736.671875,Cold,Temperate Conifer Forests,TMB,ClosedForestEvergreenNeedle,27
101742,101742,Tunkwa Park,Canada_101742,51.6386822611376,1996,3,II,A - Park,51.6387552435692,North America,Canada,301,4,281.472106933594,5,0.027750788256526,26,26.7447872161865,1198.55590820313,4.98677492141724,31.3622341156006,0.0398351848125458,1937.47924804688,Cold,Temperate Conifer Forests,TLC,ClosedForestEvergreenNeedle,27
101767,101767,Kenting Uplifted Coral Reefs,NA_101767,1.32889568572928,1994,1,Ia,Nature Reserve,1.33534618790244,"","",307,8,648.321166992188,1,0.396754503250122,2,28.3832569122314,193.764739990234,23.9583930969238,219.124053955078,0,5798.77783203125,Tropical,Tropical & Subtropical Moist Broadleaf Forests,SMD,ClosedForestEvergreenBroad,29
101855,101855,Braslavskie Ozera,Latvia_101855,665.248091783543,1995,3,II,National Park,663.64128461504,Europe,Latvia,320,17,868.2919921875,4,0.284480452537537,26,26.0718002319336,141.306838989258,7.05816555023193,55.0149574279785,8.11227364465594e-05,2532.76708984375,Cold,Temperate Broadleaf & Mixed Forests,TMB,ClosedForestMixed,28
101910,101910,Ibex,Saudi Arabia_101910,1840.76566224598,1996,3,II,Protected Area,1840.76585464063,Asia,Saudi Arabia,326,19,215.945739746094,13,0.115538842976093,4,42.4399871826172,862.735107421875,26.5096130371094,8.91591548919678,0,796.90185546875,Arid,Deserts & Xeric Shrublands,SLN,Bare,27
101912,101912,'Uruq Bani Ma'arid,Saudi Arabia_101912,12693.4140399513,1996,2,Ib,Protected Area,12693.4075168053,Asia,Saudi Arabia,328,19,142.582901000977,13,0.029840050265193,4,42.0636444091797,798.860107421875,27.2996997833252,2.62526559829712,0,904.037048339844,Arid,Deserts & Xeric Shrublands,SLN,Bare,27
101947,101947,Ugam-Chatkal State National Nature Park,Kazakhstan_101947,4717.05400942161,1990,3,II,National Natural Park,4717.04229876628,Asia,Kazakhstan,332,13,874.616149902344,8,0.239645227789879,18,22.0769424438477,2348.66577148438,2.0200777053833,111.574417114258,0.000302172411466017,1017.51116943359,Cold,"Temperate Grasslands, Savannas & Shrublands",SLB,HerbacousVeg,33
101951,101951,Valkmusan kansallispuisto,Finland_101951,19.4880538556374,1996,3,II,National Park,19.4881620696154,Europe,Finland,333,5,531.695556640625,6,0.297298759222031,26,25.250524520874,14.6712341308594,5.88725090026856,59.8117752075195,0,2419.80395507813,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,27
101964,101964,Puurijärven ja Isonsuon kansallispuisto,Finland_101964,27.6315550379351,1993,3,II,National Park,27.6314567238772,Europe,Finland,335,5,435.21240234375,6,0.361042320728302,26,25.4612140655518,51.632137298584,5.67600917816162,51.6378440856934,5.71489727008157e-05,2206.107421875,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,30
101965,101965,Nuuksion kansallispuisto,Finland_101965,55.6639459758909,1994,3,II,National Park,55.6640041414463,Europe,Finland,336,5,498.995269775391,6,0.439990848302841,26,25.5300121307373,90.0738296508789,5.72865200042725,57.2002830505371,0,2319.66870117188,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,29
101966,101966,Päijänteen kansallispuisto,Finland_101966,15.7233422001823,1993,3,II,National Park,15.7233182595925,Europe,Finland,337,5,399.568786621094,6,0.0860229730606079,26,25.3422088623047,87.5616989135742,5.16346454620361,52.354679107666,1.86252964340383e-05,1487.75720214844,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,30
101968,101968,Ruunaan luonnonsuojelualue,Russia_101968,73.4799215322608,1991,2,Ib,State Nature Reserve,73.4766187340514,Europe,Russia,338,5,326.051635742188,6,0.0664905831217766,27,24.3334636688232,153.522109985352,3.128009557724,61.5004539489746,0,1928.91967773438,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,32
101969,101969,Martinselkosen luonnonsuojelualue,Finland_101969,61.4933086124837,1992,2,Ib,State Nature Reserve,61.4971286960689,Europe,Finland,339,17,276.501190185547,6,0.0470958165824413,27,23.2451210021973,224.636642456055,1.95766460895538,69.5980987548828,0,1959.27001953125,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,31
101971,101971,Levanevan luonnonsuojelualue,Finland_101971,33.9923871525713,1993,2,Ib,State Nature Reserve,33.9923858517317,Europe,Finland,340,5,355.484069824219,6,0.18570514023304,26,25.1818981170654,90.2765045166016,4.62057590484619,55.6998481750488,0,2444.52294921875,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,30
101973,101973,Siikavaaran luonnonsuojelualue,Finland_101973,29.3845932702574,1991,2,Ib,State Nature Reserve,29.3835486195026,Europe,Finland,341,17,238.761169433594,6,0.055916141718626,27,23.0804176330566,263.655609130859,1.87906610965729,79.4853439331055,0,2130.09497070313,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,32
101974,101974,Mustarinnantunturin luonnonsuojelualue,Finland_101974,14.3797674180223,1991,2,Ib,State Nature Reserve,14.3798909160649,Europe,Finland,342,17,347.082397460938,6,0.0357059687376022,27,22.6851425170898,309.811584472656,1.00800335407257,73.0359954833984,0,1725.48864746094,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,32
101978,101978,Pitsloman luonnonsuojelualue,Finland_101978,5.93414131892294,1991,2,Ib,State Nature Reserve,5.93433017317161,Europe,Finland,345,17,438.070037841797,6,0.0303002335131168,27,22.9742813110352,263.243988037109,0.302904039621353,60.4749984741211,0,1831.89477539063,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,32
101982,101982,Saanan luonnonsuojelualue,Finland_101982,1.51423638290991,1988,1,Ia,State Nature Reserve,1.51424981128922,Europe,Finland,346,13,180.2138671875,11,0.237926036119461,27,17.9074802398682,710.919189453125,-1.22820711135864,64.0129013061524,0,1342.09252929688,Cold,Tundra,SLB,HerbacousVeg,35
102003,102003,Lapiosuon-Ison Äijönsuon soidensuojelualue,Finland_102003,286.158723030337,1988,2,Ib,Protected Mire,286.158714923985,Europe,Finland,349,17,311.340789794922,6,0.0405902527272701,27,24.4576778411865,135.530899047852,2.20063424110413,69.1516265869141,0,2062.75048828125,Cold,Boreal Forests/Taiga,TMB,HerbaceousWetland,35
102004,102004,Martimoaavan-Lumiaavan-Penikoiden soidensuojelualue,Finland_102004,133.759025406788,1981,2,Ib,Protected Mire,133.758944470033,Europe,Finland,350,17,254.857757568359,6,0.0720532312989235,27,25.1232986450195,83.3943405151367,2.42089366912842,72.1918029785156,0,1907.84020996094,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,42
102005,102005,Kilsiaavan-Ristivuoman soidensuojelualue,Finland_102005,91.3959146766838,1981,2,Ib,Protected Mire,91.3973682335139,Europe,Finland,351,17,234.724639892578,6,0.0746831372380257,27,24.6324329376221,138.402526855469,1.79815649986267,68.3044891357422,0,1947.42199707031,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,42
102007,102007,Juortanansalon-Lapinsuon soidensuojelualue (Ystävyyden p.),Russia_102007,51.7954984123026,1988,2,Ib,Protected Mire,51.7954817523747,Europe,Russia,352,17,272.262054443359,6,0.139608964323998,27,22.1835784912109,234.037384033203,2.1771879196167,68.5747604370117,0,2082.23852539063,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,35
102008,102008,Hirvisuon soidensuojelualue,Finland_102008,45.9392097043046,1981,2,Ib,Protected Mire,45.9390307058337,Europe,Finland,353,17,311.340789794922,6,0.17019709944725,27,25.3188648223877,121.356834411621,2.63796806335449,68.8031997680664,0,1908.16711425781,Cold,Boreal Forests/Taiga,TMB,HerbaceousWetland,42
102009,102009,Sarvisuon-Jerusaleminsuon soidensuojelualue,Finland_102009,38.9909829387408,1988,2,Ib,Protected Mire,38.9907059602844,Europe,Finland,354,17,288.667114257813,6,0.0659408420324326,27,24.0485687255859,155.031829833984,2.68644046783447,73.6285552978516,0,2086.96435546875,Cold,Boreal Forests/Taiga,TMB,HerbaceousWetland,35
102010,102010,Säippäsuon-Kivisuon soidensuojelualue,Finland_102010,46.5365804445657,1981,2,Ib,Protected Mire,46.5364906681493,Europe,Finland,355,17,271.464935302734,6,0.0756634175777435,27,24.0246753692627,136.566268920898,2.84077310562134,71.0515213012695,0,2190.2060546875,Cold,Boreal Forests/Taiga,TMB,HerbaceousWetland,42
102011,102011,Mustiaavan-Kaattasjärven soidensuojelualue,Finland_102011,30.6680971542462,1988,2,Ib,Protected Mire,30.6680426546047,Europe,Finland,356,17,300.559204101563,6,0.0681417211890221,27,24.5429935455322,176.343551635742,1.54928541183472,68.5820236206055,0,1702.81323242188,Cold,Boreal Forests/Taiga,TMB,OpenForestOther,35
102012,102012,Ison Tilansuon-Housusuon soidensuojelualue,Finland_102012,34.6960103804716,1988,2,Ib,Protected Mire,34.6959737544557,Europe,Finland,357,17,290.108673095703,6,0.0582250244915485,27,24.2012901306152,145.177429199219,2.62597370147705,70.9930038452148,0,2178.98315429688,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,35
102013,102013,Rumalan-Kuvajan-Oudonrimpien soidensuojelualue,Finland_102013,48.6973600878111,1981,2,Ib,Protected Mire,48.6973369035142,Europe,Finland,358,5,271.464935302734,6,0.0852238535881043,27,23.6316356658936,138.639663696289,3.11499571800232,64.8329544067383,0,2185.8984375,Cold,Boreal Forests/Taiga,TMC,HerbaceousWetland,42
102014,102014,Pilvinevan soidensuojelualue,Finland_102014,32.7030424545556,1988,2,Ib,Protected Mire,32.7030070655359,Europe,Finland,359,5,309.366455078125,6,0.185310661792755,27,24.6334934234619,125.620002746582,3.96659970283508,63.1208801269531,5.01965223520529e-05,2380.3662109375,Cold,Boreal Forests/Taiga,TMC,HerbaceousWetland,35
102015,102015,Kuusisuon-Hattusuon soidensuojelualue,Finland_102015,41.278131028132,1981,2,Ib,Protected Mire,41.2783298064627,Europe,Finland,360,17,311.340789794922,6,0.0671775490045548,27,24.9566287994385,118.873252868652,2.66643190383911,66.0820846557617,0,1966.75329589844,Cold,Boreal Forests/Taiga,TMB,HerbaceousWetland,42
102016,102016,Veittiaavan soidensuojelualue,Finland_102016,23.2612395135953,1981,2,Ib,Protected Mire,23.2608586896829,Europe,Finland,361,17,256.308258056641,6,0.0623294487595558,27,25.0196647644043,89.07861328125,2.3779182434082,73.9047241210938,0,1907.61608886719,Cold,Boreal Forests/Taiga,TMB,HerbaceousWetland,42
102017,102017,Leväsuon-Kärppäsuon soidensuojelualue,Finland_102017,36.5949286214017,1988,2,Ib,Protected Mire,36.5949211967266,Europe,Finland,362,17,238.765594482422,6,0.0687428936362267,27,24.3153228759766,134.022094726563,2.65730428695679,69.3870162963867,0,1996.76916503906,Cold,Boreal Forests/Taiga,TMB,HerbaceousWetland,35
102018,102018,Teerisuon-Lososuon soidensuojelualue,Finland_102018,21.1803519274515,1988,2,Ib,Protected Mire,21.1801342122401,Europe,Finland,363,17,341.498321533203,6,0.0599984601140022,27,23.569658279419,217.794845581055,2.73224329948425,72.9524154663086,0,2086.14331054688,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,35
102020,102020,Vieremänsuon soidensuojelualue,Finland_102020,20.9923544012176,1988,2,Ib,Protected Mire,20.9923598670873,Europe,Finland,365,17,276.501190185547,6,0.0481122769415379,27,23.4003448486328,220.283233642578,1.87936699390411,69.3751602172852,0,1893.53369140625,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,35
102021,102021,Tulisuon-Varpusuon soidensuojelualue,Finland_102021,20.1288716171586,1988,2,Ib,Protected Mire,20.1288980536291,Europe,Finland,366,17,272.276306152344,6,0.0531484112143517,27,22.6516876220703,230.921295166016,2.28818297386169,71.598388671875,0,1990.7158203125,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,35
102022,102022,Löytöjängän-Suksenpaistama-aavan soidensuojelualue,Finland_102022,60.9295966199675,1988,2,Ib,Protected Mire,60.9297151654315,Europe,Finland,367,16,325.211181640625,6,0.0270389448851347,27,23.2904987335205,307.222808837891,0.790690302848816,63.2763137817383,0,1783.08972167969,Cold,Boreal Forests/Taiga,TLB,ClosedForestEvergreenNeedle,35
102024,102024,Törmäsenrimmen-Kolkannevan soidensuojelualue,Finland_102024,20.7626259173108,1981,2,Ib,Protected Mire,20.7617780721201,Europe,Finland,369,5,271.464935302734,6,0.0895127281546593,27,23.9229354858398,138.125549316406,3.20098280906677,65.3787536621094,3.04485965898493e-05,2286.00122070313,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,42
